timestamp,system_frame_index,slot_index,rnti,rnti_type,dci_format,k,mapping,time_start,time_length,frequency_start,frequency_length,nof_dmrs_cdm_groups,beta_dmrs,nof_layers,n_scid,tb_scaling_field,modulation,mcs_index,transport_block_size,code_rate,redundancy_version,new_data_indicator,nof_re,nof_bits,mcs_table,xoverhead,harq_id,downlink_assignment_index,tpc,pucch_resource,harq_feedback,bwp
1727544584.511034,90,4,22006,C-RNTI,0_1,2,A,0,14,44,32,1,1.000000,1,0,0,QPSK,4,5888,0.587891,0,1,4992,9984,256qam,0,8,3,1,0,0,1
1727544584.511311,90,5,22006,C-RNTI,0_1,2,A,0,14,3,72,1,1.000000,1,0,0,QPSK,0,2664,0.117188,0,1,11232,22464,256qam,0,9,3,1,0,0,1
1727544584.511543,90,7,22006,C-RNTI,0_1,2,A,0,14,40,15,1,1.000000,1,0,0,16QAM,7,4480,0.478516,0,1,2340,9360,256qam,0,10,3,1,0,0,1
1727544584.513647,90,9,22006,C-RNTI,0_1,2,A,0,14,26,50,1,1.000000,1,0,0,BPSK,29,0,0.000000,2,1,0,0,256qam,0,7,3,1,0,0,1
1727544584.521285,91,6,22006,C-RNTI,1_1,0,A,3,11,275,0,1,1.000000,2,0,0,BPSK,0,0,0.000000,0,0,0,0,256qam,0,7,0,1,0,0,1
1727544584.526479,92,1,22006,C-RNTI,1_1,0,A,3,11,32,32,1,1.000000,2,0,0,QPSK,0,1800,0.117188,0,0,7680,15360,256qam,0,8,0,1,0,0,1
1727544584.534485,92,8,22006,C-RNTI,1_1,0,A,3,11,16,48,1,1.000000,2,0,0,BPSK,29,0,0.000000,2,0,0,0,256qam,0,8,0,1,0,0,1
1727544585.646318,204,0,22204,C-RNTI,0_1,2,A,0,14,58,5,1,1.000000,1,0,0,QPSK,2,480,0.300781,0,1,780,1560,256qam,0,0,3,1,0,0,1
1727544585.647994,204,3,22204,C-RNTI,0_1,2,A,0,14,59,5,1,1.000000,1,0,0,QPSK,3,704,0.438477,0,1,780,1560,256qam,0,2,3,1,0,0,1
1727544585.652098,204,7,22204,C-RNTI,0_1,2,A,0,14,55,5,1,1.000000,1,0,0,QPSK,2,480,0.300781,0,1,780,1560,256qam,0,1,3,1,0,0,1
1727544585.652330,204,6,22204,C-RNTI,0_1,2,A,0,14,14,5,1,1.000000,1,0,0,QPSK,2,480,0.300781,0,1,780,1560,256qam,0,0,3,1,0,0,1
1727544585.654616,204,9,22204,C-RNTI,0_1,2,A,0,14,24,5,1,1.000000,1,0,0,QPSK,3,704,0.438477,0,1,780,1560,256qam,0,2,3,1,0,0,1
1727544585.659048,205,3,22204,C-RNTI,0_1,2,A,0,14,68,2,1,1.000000,1,0,0,BPSK,29,0,0.000000,2,1,0,0,256qam,0,1,3,1,0,0,1
1727544585.666806,206,1,22204,C-RNTI,0_1,2,A,0,14,54,8,1,1.000000,1,0,0,16QAM,6,2152,0.423828,0,1,1248,4992,256qam,0,3,3,1,0,0,1
1727544585.672604,206,7,22204,C-RNTI,0_1,2,A,0,14,63,8,1,1.000000,1,0,0,16QAM,6,2152,0.423828,0,1,1248,4992,256qam,0,3,3,1,0,0,1
1727544585.852655,224,7,22204,C-RNTI,0_1,2,A,0,14,45,3,1,1.000000,1,0,0,16QAM,5,704,0.369141,0,1,468,1872,256qam,0,5,3,1,0,0,1
1727544585.944792,233,9,22204,C-RNTI,0_1,2,A,0,14,41,12,1,1.000000,1,0,0,QPSK,4,2216,0.587891,0,1,1872,3744,256qam,0,7,3,1,0,0,1
1727544585.992668,238,7,22204,C-RNTI,0_1,2,A,0,14,71,3,1,1.000000,1,0,0,16QAM,6,808,0.423828,0,1,468,1872,256qam,0,8,3,1,0,0,1
1727544585.999352,239,4,22204,C-RNTI,1_1,0,A,3,11,275,0,1,1.000000,2,0,0,BPSK,0,0,0.000000,0,0,0,0,256qam,0,8,0,1,1,0,1
1727544586.319109,271,4,22204,C-RNTI,1_1,0,A,3,11,275,0,1,1.000000,2,0,0,BPSK,0,0,0.000000,0,0,0,0,256qam,0,9,0,1,1,0,1
1727544586.332144,272,7,22204,C-RNTI,0_1,2,A,0,14,46,3,1,1.000000,1,0,0,16QAM,5,704,0.369141,0,1,468,1872,256qam,0,9,3,1,0,0,1
1727544586.338859,273,4,22204,C-RNTI,1_1,0,A,3,11,0,16,1,1.000000,2,0,0,QPSK,0,928,0.117188,0,0,3840,7680,256qam,0,10,0,1,1,0,1
1727544586.359714,275,3,22204,C-RNTI,0_1,2,A,0,14,53,3,1,1.000000,1,0,0,16QAM,5,704,0.369141,0,1,468,1872,256qam,0,10,3,1,0,0,1
1727544586.365505,275,9,22204,C-RNTI,0_1,2,A,0,14,59,3,1,1.000000,1,0,0,BPSK,29,0,0.000000,2,1,0,0,256qam,0,10,3,1,0,0,1
1727544586.378773,277,4,22204,C-RNTI,0_1,2,A,0,14,3,6,1,1.000000,1,0,0,QPSK,0,224,0.117188,0,1,936,1872,256qam,0,14,3,1,0,0,1
1727544586.380637,277,5,22204,C-RNTI,0_1,2,A,0,14,46,4,1,1.000000,1,0,0,QPSK,2,368,0.300781,0,1,624,1248,256qam,0,15,3,1,0,0,1
1727544586.381111,277,6,22204,C-RNTI,0_1,2,A,0,14,13,4,1,1.000000,1,0,0,QPSK,2,368,0.300781,0,0,624,1248,256qam,0,0,3,1,0,0,1
1727544586.383330,277,8,22204,C-RNTI,0_1,2,A,0,14,15,2,1,1.000000,1,0,0,BPSK,29,0,0.000000,2,1,0,0,256qam,0,11,3,1,0,0,1
1727544586.386316,277,9,22204,C-RNTI,0_1,2,A,0,14,43,5,1,1.000000,1,0,0,QPSK,1,288,0.188477,0,1,780,1560,256qam,0,13,3,1,0,0,1
1727544586.387339,278,0,22204,C-RNTI,0_1,2,A,0,14,49,6,1,1.000000,1,0,0,QPSK,0,224,0.117188,0,0,936,1872,256qam,0,2,3,1,0,0,1
