timestamp,system_frame_index,slot_index,rnti,rnti_type,dci_format,k,mapping,time_start,time_length,frequency_start,frequency_length,nof_dmrs_cdm_groups,beta_dmrs,nof_layers,n_scid,tb_scaling_field,modulation,mcs_index,transport_block_size,code_rate,redundancy_version,new_data_indicator,nof_re,nof_bits,mcs_table,xoverhead,harq_id,downlink_assignment_index,tpc,pucch_resource,harq_feedback,bwp
1727544835.492341,612,6,23622,C-RNTI,1_1,0,A,3,11,275,0,1,1.000000,2,0,0,BPSK,0,0,0.000000,0,0,0,0,256qam,0,9,0,1,0,0,1
1727544835.493691,612,7,23622,C-RNTI,0_1,2,A,0,14,49,24,1,1.000000,1,0,0,QPSK,0,888,0.117188,0,1,3744,7488,256qam,0,7,0,1,0,0,1
1727544835.494991,612,8,23622,C-RNTI,0_1,2,A,0,14,50,24,1,1.000000,1,0,0,QPSK,0,888,0.117188,0,1,3744,7488,256qam,0,8,0,1,0,0,1
1727544835.496027,612,9,23622,C-RNTI,0_1,2,A,0,14,24,20,1,1.000000,1,0,0,QPSK,1,1192,0.188477,0,1,3120,6240,256qam,0,9,3,1,0,0,1
1727544835.500001,613,4,23622,C-RNTI,0_1,2,A,0,14,11,8,1,1.000000,1,0,0,BPSK,28,0,0.000000,2,1,0,0,256qam,0,8,3,1,0,0,1
1727544835.501048,613,5,23622,C-RNTI,0_1,2,A,0,14,42,16,1,1.000000,1,0,0,BPSK,28,0,0.000000,2,1,0,0,256qam,0,9,3,1,0,0,1
1727544835.506415,614,2,23622,C-RNTI,1_1,0,A,3,11,16,16,1,1.000000,2,0,0,QPSK,0,928,0.117188,0,0,3840,7680,256qam,0,11,0,1,0,0,1
1727544835.511667,614,5,23622,C-RNTI,1_1,0,A,3,11,0,79,1,1.000000,2,0,0,QPSK,0,4488,0.117188,0,0,18960,37920,256qam,0,12,0,1,0,0,1
1727544835.511668,614,5,23622,C-RNTI,0_1,4,A,0,14,74,2,1,1.000000,1,0,0,QPSK,3,272,0.438477,0,1,312,624,256qam,0,10,3,1,0,0,1
1727544835.537819,617,3,23622,C-RNTI,0_1,2,A,0,14,21,2,1,1.000000,1,0,0,QPSK,3,272,0.438477,0,1,312,624,256qam,0,11,3,1,0,0,1
1727544835.544956,618,0,23622,C-RNTI,1_1,0,A,3,11,275,0,1,1.000000,2,0,0,BPSK,0,0,0.000000,0,0,0,0,256qam,0,15,0,1,0,0,1
1727544835.549317,618,4,23622,C-RNTI,0_1,4,A,0,14,3,2,1,1.000000,1,0,0,16QAM,5,456,0.369141,0,1,312,1248,256qam,0,12,3,0,0,0,1
1727544835.556060,618,9,24766,C-RNTI,1_1,0,A,3,11,275,0,1,1.000000,2,0,0,BPSK,0,0,0.000000,0,0,0,0,256qam,0,11,0,0,2,2,1
1727544835.562399,619,8,24766,C-RNTI,1_1,0,A,3,11,275,0,1,1.000000,2,0,0,BPSK,0,0,0.000000,0,0,0,0,256qam,0,14,0,0,2,2,1
1727544835.575931,621,1,24766,C-RNTI,1_1,0,A,3,11,0,48,1,1.000000,2,0,0,QPSK,0,2728,0.117188,0,0,11520,23040,256qam,0,15,0,0,2,2,1
1727544836.647048,728,1,24766,C-RNTI,1_1,0,A,3,11,275,0,1,1.000000,2,0,0,BPSK,0,0,0.000000,0,1,0,0,256qam,0,6,0,0,2,2,1
1727544836.672961,730,7,24766,C-RNTI,1_1,0,A,3,11,32,16,1,1.000000,2,0,0,QPSK,0,928,0.117188,0,1,3840,7680,256qam,0,8,0,0,2,2,1
1727544836.679087,731,5,24766,C-RNTI,1_1,0,A,3,11,16,16,1,1.000000,2,0,0,QPSK,0,928,0.117188,0,1,3840,7680,256qam,0,9,0,0,2,2,1
