timestamp,system_frame_index,slot_index,rnti,rnti_type,dci_format,k,mapping,time_start,time_length,frequency_start,frequency_length,nof_dmrs_cdm_groups,beta_dmrs,nof_layers,n_scid,tb_scaling_field,modulation,mcs_index,transport_block_size,code_rate,redundancy_version,new_data_indicator,nof_re,nof_bits,mcs_table,xoverhead,harq_id,downlink_assignment_index,tpc,pucch_resource,harq_feedback,bwp,ports
timestamp,system_frame_index,slot_index,rnti,rnti_type,dci_format,k,mapping,time_start,time_length,frequency_start,frequency_length,nof_dmrs_cdm_groups,beta_dmrs,nof_layers,n_scid,tb_scaling_field,modulation,mcs_index,transport_block_size,code_rate,redundancy_version,new_data_indicator,nof_re,nof_bits,mcs_table,xoverhead,harq_id,downlink_assignment_index,tpc,pucch_resource,harq_feedback,bwp,ports
timestamp,system_frame_index,slot_index,rnti,rnti_type,dci_format,k,mapping,time_start,time_length,frequency_start,frequency_length,nof_dmrs_cdm_groups,beta_dmrs,nof_layers,n_scid,tb_scaling_field,modulation,mcs_index,transport_block_size,code_rate,redundancy_version,new_data_indicator,nof_re,nof_bits,mcs_table,xoverhead,harq_id,downlink_assignment_index,tpc,pucch_resource,harq_feedback,bwp,ports
timestamp,system_frame_index,slot_index,rnti,rnti_type,dci_format,k,mapping,time_start,time_length,frequency_start,frequency_length,nof_dmrs_cdm_groups,beta_dmrs,nof_layers,n_scid,tb_scaling_field,modulation,mcs_index,transport_block_size,code_rate,redundancy_version,new_data_indicator,nof_re,nof_bits,mcs_table,xoverhead,harq_id,downlink_assignment_index,tpc,pucch_resource,harq_feedback,bwp,ports
timestamp,system_frame_index,slot_index,rnti,rnti_type,dci_format,k,mapping,time_start,time_length,frequency_start,frequency_length,nof_dmrs_cdm_groups,beta_dmrs,nof_layers,n_scid,tb_scaling_field,modulation,mcs_index,transport_block_size,code_rate,redundancy_version,new_data_indicator,nof_re,nof_bits,mcs_table,xoverhead,harq_id,downlink_assignment_index,tpc,pucch_resource,harq_feedback,bwp,ports
timestamp,system_frame_index,slot_index,rnti,rnti_type,dci_format,k,mapping,time_start,time_length,frequency_start,frequency_length,nof_dmrs_cdm_groups,beta_dmrs,nof_layers,n_scid,tb_scaling_field,modulation,mcs_index,transport_block_size,code_rate,redundancy_version,new_data_indicator,nof_re,nof_bits,mcs_table,xoverhead,harq_id,downlink_assignment_index,tpc,pucch_resource,harq_feedback,bwp,ports
1728092026.679380,243,5,21130,C-RNTI,1_1,0,A,2,12,24,8,1,1.000000,1,0,0,QPSK,0,240,0.117188,0,0,1056,2112,256qam,0,0,0,0,2,2,1,0
1728092026.681080,243,7,21130,C-RNTI,1_1,0,A,2,12,275,0,1,1.000000,1,0,0,BPSK,0,0,0.000000,0,1,0,0,256qam,0,1,0,0,2,2,1,0
1728092026.684879,244,1,21130,C-RNTI,1_1,0,A,2,12,275,0,1,1.000000,1,0,0,BPSK,0,0,0.000000,0,1,0,0,256qam,0,2,0,0,2,2,1,0
1728092027.151932,291,0,21130,C-RNTI,1_1,0,A,2,12,0,8,2,1.412538,1,0,0,QPSK,0,224,0.117188,0,1,960,1920,256qam,0,8,0,0,2,2,1,4
1728092027.153885,291,2,21130,C-RNTI,1_1,0,A,2,12,24,8,1,1.000000,1,0,0,16QAM,7,2024,0.478516,0,1,1056,4224,256qam,0,9,0,0,2,2,1,0
1728092027.176894,293,5,21130,C-RNTI,1_1,0,A,2,12,275,0,1,1.000000,1,0,0,BPSK,0,0,0.000000,0,1,0,0,256qam,0,10,0,0,2,2,1,0
1728092027.791701,354,9,21130,C-RNTI,1_1,0,A,2,12,16,8,1,1.000000,1,0,0,QPSK,0,240,0.117188,0,1,1056,2112,256qam,0,11,0,0,2,2,1,0
1728092027.883343,364,1,21130,C-RNTI,1_1,0,A,2,12,275,0,1,1.000000,1,0,0,BPSK,0,0,0.000000,0,1,0,0,256qam,0,12,0,0,2,2,1,0
1728092029.443133,520,1,21130,C-RNTI,1_1,0,A,2,12,8,8,1,1.000000,1,0,0,QPSK,0,240,0.117188,0,1,1056,2112,256qam,0,13,0,0,2,2,1,0
1728092029.450523,520,8,21130,C-RNTI,1_1,0,A,2,12,8,8,1,1.000000,1,0,0,QPSK,3,928,0.438477,0,1,1056,2112,256qam,0,14,0,0,2,2,1,0
1728092029.457182,521,5,21130,C-RNTI,1_1,0,A,2,12,16,8,1,1.000000,1,0,0,QPSK,0,240,0.117188,0,1,1056,2112,256qam,0,15,0,0,2,2,1,0
1728092029.463686,522,1,21130,C-RNTI,1_1,0,A,2,12,275,0,1,1.000000,1,0,0,BPSK,3,0,0.000000,0,1,0,0,256qam,0,0,0,0,2,2,1,0
1728092029.623117,538,1,21130,C-RNTI,1_1,0,A,2,12,32,8,1,1.000000,1,0,0,QPSK,3,928,0.438477,0,1,1056,2112,256qam,0,5,0,0,2,2,1,0
1728092029.629185,538,7,21130,C-RNTI,1_1,0,A,2,12,275,0,1,1.000000,1,0,0,BPSK,5,0,0.000000,0,0,0,0,256qam,0,6,0,0,2,2,1,0
1728092029.632957,539,1,21130,C-RNTI,1_1,0,A,2,12,275,0,1,1.000000,1,0,0,BPSK,0,0,0.000000,0,0,0,0,256qam,0,7,0,0,2,2,1,0
1728092029.642964,540,1,21130,C-RNTI,1_1,0,A,2,12,275,0,2,1.412538,1,0,0,BPSK,5,0,0.000000,0,0,0,0,256qam,0,10,0,0,2,2,1,4
1728092029.648116,540,6,21130,C-RNTI,1_1,0,A,2,12,16,16,2,1.412538,2,0,0,16QAM,5,5632,0.369141,0,0,3840,15360,256qam,0,11,0,0,2,2,1,8
1728092029.652584,541,0,21130,C-RNTI,1_1,0,A,2,12,32,16,2,1.412538,1,0,0,16QAM,5,2856,0.369141,0,0,1920,7680,256qam,0,12,0,0,2,2,1,4
1728092029.668302,542,6,21130,C-RNTI,1_1,0,A,2,12,275,0,1,1.000000,1,0,0,BPSK,5,0,0.000000,0,1,0,0,256qam,0,2,1,1,2,2,1,0
1728092029.669088,542,7,21130,C-RNTI,1_1,0,A,2,12,40,8,2,1.412538,2,0,0,16QAM,5,2856,0.369141,0,0,1920,7680,256qam,0,3,0,0,2,2,1,8
